aggregation_level,split_seed,environment_id,predictor,method,budget,n_selected,realized_fidelity,false_trust_rate,reliable_perturbation_recovery,high_effect_fidelity_fraction,budget_specific_retraining,realized_fidelity_ci_lower,realized_fidelity_ci_upper,false_trust_rate_ci_lower,false_trust_rate_ci_upper,environment_count,uncertainty
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,ptl_rf,0.2,10,0.29807185091473587,0.30000000000000004,0.7,0.2,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,ptl_rf,0.5,24,0.4426763996708809,0.25,0.75,0.4166666666666667,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,ptl_rf,0.8,39,0.5591237643321628,0.17948717948717952,0.8205128205128205,0.48717948717948717,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,raw_normalized_uq,0.2,7,0.19202735764180334,0.5714285714285714,0.42857142857142855,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,raw_normalized_uq,0.5,17,0.15354996226558315,0.6470588235294117,0.35294117647058826,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,raw_normalized_uq,0.8,27,0.16971681919278592,0.5925925925925926,0.4074074074074074,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,u_only_rf,0.2,7,0.19202735764180334,0.5714285714285714,0.42857142857142855,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,u_only_rf,0.5,17,0.15354996226558315,0.6470588235294117,0.35294117647058826,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,u_only_rf,0.8,27,0.16971681919278592,0.5925925925925926,0.4074074074074074,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,ptl_rf,0.2,7,0.19202735764180334,0.5714285714285714,0.42857142857142855,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,ptl_rf,0.5,17,0.15354996226558315,0.6470588235294117,0.35294117647058826,0.0,0,,,,,,
environment_predictor,20260907,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,mean_matching,ptl_rf,0.8,27,0.16971681919278592,0.5925925925925926,0.4074074074074074,0.0,0,,,,,,
