aggregation_level,scenario,heldout_environment_id,heldout_predictor,environment_id,environment_key,predictor,method,n,aurc,optimal_aurc,excess_aurc,brier,mean_continuous_risk,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,log_loss,auroc,auprc
environment_macro,leave_environment_out,,,environment_macro,environment_macro,identity_free_shared,u_ps_rf,143.25,0.6439138824746421,0.5272804302245366,0.11663345225010543,0.2669731027668487,0.6826030114475956,0.6471551470230629,0.6657612607791351,0.30973214285714284,0.3493085488505747,0.738666508291698,0.6452528773982564,0.6637963996915841
environment_macro,leave_environment_out,,,environment_macro,environment_macro,identity_free_shared,u_psn_rf,143.25,0.6420850608335013,0.5272804302245366,0.11480463060896458,0.26859690817123866,0.6826030114475956,0.6467727899405885,0.6643693085799899,0.3096130952380952,0.3481565578817734,0.7412416891933007,0.6436520662436527,0.6641109036577841
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,best_scalar_uq,47.75,0.6515581658836499,0.5428781502975939,0.10868001558605604,0.24407681805278458,0.6826030114475956,0.6470043029992236,0.6725377763977015,0.3111772162205681,0.35762941135925,0.790992323411317,0.5898409052524816,0.7314902784319293
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,isotonic,47.75,0.6611385990935773,0.5428781502975939,0.11826044879598345,0.20400994983565038,0.6826030114475956,0.6545941806852993,0.6712240817755871,0.32670469849007167,0.3561016335814723,0.6103778515895575,0.5870431923108773,0.6882163099024391
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,platt_logistic,47.75,0.6515581658836499,0.5428781502975939,0.10868001558605604,0.20037002599372422,0.6826030114475956,0.6470043029992236,0.6725377763977015,0.3111772162205681,0.35762941135925,0.5887033591687305,0.5898409052524816,0.7314902784319293
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,ptl_rf,47.75,0.6378907238350696,0.5428781502975939,0.09501257353747582,0.16200210138995286,0.6826030114475956,0.634986849651722,0.6691562436448398,0.3047930206983876,0.35813154811138675,0.4932870273139494,0.6193360075612919,0.7442144000166505
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,raw_normalized_uq,47.75,0.65953693897896,0.5428781502975939,0.11665878868136621,0.27789190939974506,0.6826030114475956,0.6490008183464652,0.6725211439888078,0.3160105147882221,0.3590010779493306,1.1162244794016072,0.5991933126324525,0.7148227262006324
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,u_only_rf,47.75,0.6629588703648835,0.5428781502975939,0.12008072006728973,0.2374717119254048,0.6826030114475956,0.6552243046221686,0.6786354082566071,0.3301968240637054,0.36792468906044173,0.6936159494025937,0.5769117324674304,0.6915640464792908
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,u_p_rf,47.75,0.6483139492304656,0.5428781502975939,0.10543579893287179,0.20926094803680312,0.6826030114475956,0.6497399466593716,0.676053224367207,0.3206792847784877,0.36281044174861377,0.6081572820214566,0.5736532640864942,0.7126869728080182
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,u_ps_rf,47.75,0.6446020569518027,0.5428781502975939,0.10172390665420883,0.2084383255784453,0.6826030114475956,0.6438849171640376,0.6714467392534967,0.3141148292090259,0.35967475798793,0.6069368699065072,0.5884195003619197,0.7288504156525061
environment_macro,leave_predictor_out,,,environment_macro,environment_macro,identity_free_shared,u_psn_rf,47.75,0.6426032470552365,0.5428781502975939,0.09972509675764264,0.20801691686515617,0.6826030114475956,0.6400420937435918,0.6713028900550609,0.3136851757313601,0.3586443686242073,0.6050197501551153,0.5928305401888306,0.7405347090975603
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,identity_free_shared,best_scalar_uq,150.0,0.8596965926759391,0.7384547946655021,0.121241798010437,0.26789751477645446,0.8490473596482163,0.8521792534347341,0.830345225471735,0.6799999999999999,0.5916666666666667,0.737862975323267,0.4969,0.3780281171553704
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,identity_free_shared,best_scalar_uq,150.0,0.7570806047449182,0.6598725530921195,0.09720805165279878,0.24137504282596245,0.7888860225243175,0.7621635457715185,0.7730303326860812,0.42666666666666664,0.45833333333333337,0.6817425894658571,0.6769258139121153,0.6834672997800953
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,identity_free_shared,best_scalar_uq,150.0,0.658050864350632,0.5572860846641202,0.10076477968651176,0.2578305984613799,0.7211698056434744,0.644489035142606,0.6987342428924054,0.21333333333333337,0.30833333333333335,0.7316581023629969,0.694019996227127,0.7673121801801541
environment_predictor_test,in_domain,,,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,identity_free_shared,best_scalar_uq,144.0,0.38730774028801773,0.15396036889134213,0.2333473713966756,0.23589215214736767,0.3819881561267653,0.32584481681763644,0.37588333229588555,0.09722222222222221,0.1293103448275862,0.8367766999110936,0.5679442508710801,0.8591794166830672
environment_predictor_test,in_domain,,,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,identity_free_shared,best_scalar_uq,279.0,0.6865368634635521,0.5452544987238894,0.1412823647396627,0.27732901810962113,0.7693404845219682,0.7210008173620542,0.7557527011933868,0.44285714285714284,0.5133928571428572,0.7574844050256239,0.6260723514211888,0.6091137732329088
environment_predictor_test,in_domain,,,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,identity_free_shared,best_scalar_uq,99.0,0.8492519789989875,0.6756011572799809,0.1736508217190066,0.22986321247826752,0.8694694798346718,0.8528492672181511,0.8545472291250116,0.6799999999999999,0.675,0.734912540380466,0.6222334004024145,0.38731618867247153
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,identity_free_shared,best_scalar_uq,60.0,0.5135143909820681,0.4082545912481034,0.10525979973396465,0.18418107775278098,0.5429724515573561,0.5208443802968425,0.5142246497940084,0.033333333333333326,0.0625,0.5773390286176537,0.5379464285714286,0.9155157010139454
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,identity_free_shared,best_scalar_uq,114.0,0.5135027199811355,0.47955939323123536,0.03394332674990014,0.09730815261313086,0.5379503317239948,0.49904973005418374,0.5248938074166944,0.0,0.0,0.3222617699378709,0.8407079646017699,0.9984879321145288
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,identity_free_shared,isotonic,150.0,0.8567837274584285,0.7384547946655021,0.11832893279292633,0.22971790519823637,0.8490473596482163,0.8428300230502511,0.8253810810611413,0.64,0.5916666666666667,0.6450257821197277,0.5034000000000001,0.3820647576180901
