split_seed,predictor,method,method_label,confidence_bin,confidence_bin_lower,confidence_bin_upper,n_rows,n_environments,global_mean_risk,between_environment_risk_variance,maximum_environment_risk_gap,contextual_grouping_loss,within_environment_risk_variance,risk_variance_reduction,matched_same_environment_risk_gap,matched_same_environment_pair_count,matched_different_environment_risk_gap,matched_different_environment_pair_count,bin_edges_fit_on,outcomes_used_for_bin_construction
20260917,mean_matching,ptl_rf,PTL,6,0.830480596657751,0.9491987544727423,66,2,0.453901219156436,0.04682821281185493,0.43785157196027374,0.21389994149023475,0.015073989843374887,0.0473167393190623,0.13206517784009214,1081,0.4404041684436267,1064,calibration_rows_only,0
20260917,mean_matching,ptl_rf,PTL,7,0.9491987544727423,0.996959044138712,22,2,0.44741015976918436,0.007771174211383399,0.30664508467891527,0.050685137963457055,0.010745650626907733,0.007629532477310814,0.11410186699415716,191,0.3066450846789152,40,calibration_rows_only,0
20260917,mean_matching,ptl_rf,PTL,8,0.996959044138712,inf,38,1,0.48744045213398496,0.0,0.0,0.0,0.002744944569421612,-4.336808689942018e-19,0.05781668596477325,703,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,1,0.1778590141410708,0.4526739423000743,33,1,0.8923877808904215,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.02860475944854997,0.0,0.19488005127775632,528,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,2,0.4526739423000743,0.6204585090611751,50,1,0.7999835226659839,0.0,0.0,0.0,0.028646576378922164,0.0,0.19061674483641677,1225,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,3,0.6204585090611751,0.6912719066029382,50,1,0.658193413291486,0.0,0.0,0.0,0.03790728180492776,0.0,0.19114632448597219,1225,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,4,0.6912719066029382,0.6997250859966745,38,1,0.6403529925974496,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.016141127834117253,3.469446951953614e-18,0.1465286109121598,703,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,5,0.6997250859966745,0.7750142900321229,54,2,0.6503102230572084,0.004990945249026323,0.26975541093887956,0.03700348572549773,0.02963496225769916,0.004525963796032498,0.197898772678209,1231,0.2840874514995653,200,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,6,0.7750142900321229,0.9382538638021144,29,1,0.17569137858233394,0.0,0.0,0.0,0.01816455645009932,0.0,0.13291515779183677,406,,0,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,7,0.9382538638021144,0.9989503457447688,35,2,0.38732913629223426,0.012776916189085224,0.22841280124392765,0.11187565775212782,0.01754012449886908,0.012636821827032758,0.13115499983224865,295,0.24940826888996384,300,calibration_rows_only,0
20260927,mean_matching,ptl_rf,PTL,8,0.9989503457447688,inf,38,1,0.5031187173349243,0.0,0.0,0.0,0.004731943674858805,0.0,0.07005354710222661,703,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,1,0.2614458141514605,0.4031214337953084,33,1,0.8663258892046369,0.0,0.0,0.0,0.04592347137041556,-6.938893903907228e-18,0.24794401235565341,528,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,2,0.4031214337953084,0.6862899394963327,50,1,0.775336959296516,0.0,0.0,0.0,0.02068569361836439,0.0,0.15803064927224175,1225,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,3,0.6862899394963327,0.6931507500751909,50,1,0.6677749424403653,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.04403878974773811,2.7755575615628914e-17,0.2282551849402793,1225,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,4,0.6931507500751909,0.7150801841037561,38,1,0.6145267893252679,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.012183207903826994,1.734723475976807e-18,0.12593442184739115,703,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,5,0.7150801841037561,0.8601425084254573,53,2,0.6290002912145398,0.004806633290341105,0.3000203650039795,0.032042046814237606,0.026226608129070454,0.004394710697288626,0.16762706090335733,1228,0.3058451358967252,150,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,6,0.8601425084254573,0.9322076955537336,33,1,0.37191376425281264,0.0,0.0,0.0,0.10477157199390506,2.7755575615628914e-17,0.35249677731291923,528,,0,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,7,0.9322076955537336,0.9978196528714623,32,2,0.4073584124154609,0.03661229493167535,0.39523721785169497,0.185267445867982,0.023062992276499262,0.03704936921087454,0.17570161822052333,256,0.39823384280473845,240,calibration_rows_only,0
20261007,mean_matching,ptl_rf,PTL,8,0.9978196528714623,inf,38,1,0.48768649927984364,0.0,0.0,0.0,0.003965290406849092,8.673617379884035e-19,0.06083138777856641,703,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,1,0.1097987446323505,0.3797050251321999,33,1,0.8625005821245101,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.022752270062092884,3.469446951953614e-18,0.17559766576662475,528,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,2,0.3797050251321999,0.6718241246759449,50,1,0.7974149491800873,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.020048473388425064,-1.0408340855860843e-17,0.153214696438217,1225,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,3,0.6718241246759449,0.7300257437655637,50,1,0.6856902758625384,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.031006580462555514,-6.938893903907228e-18,0.20096048418210521,1225,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,4,0.7300257437655637,0.7332405956093606,38,1,0.6190641591071576,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.013832858962036823,0.0,0.13508949761577974,703,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,5,0.7332405956093606,0.8776817044600497,61,2,0.6215299465709225,0.02146390352936702,0.38106831893500925,0.11265120957498256,0.041195914447423806,0.021135036680732744,0.2071491451525834,1280,0.43890234072788004,550,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,6,0.8776817044600497,0.954942845442116,26,1,0.3581015598694448,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.07604772308227639,1.3877787807814457e-17,0.27891451889552865,325,,0,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,7,0.954942845442116,0.998374830440804,31,2,0.3606608549915911,0.029755139466581086,0.3605216487471782,0.16506714406738648,0.011536293219324293,0.030362434341489636,0.11960569171551991,245,0.3629722627045302,220,calibration_rows_only,0
20261017,mean_matching,ptl_rf,PTL,8,0.998374830440804,inf,38,1,0.4886231953891225,0.0,0.0,0.0,0.002895541423311641,-8.673617379884035e-19,0.06186619704073456,703,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,0,-inf,0.0977917981072554,22,1,0.3125524008572194,0.0,0.0,0.0,0.09477331754411004,-1.3877787807814457e-17,0.31289109898165635,231,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,1,0.0977917981072554,0.1813880126182965,20,1,0.5409119988355071,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.017846226388108632,0.0,0.1549230987349609,190,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,2,0.1813880126182965,0.331230283911672,50,2,0.6124630017524288,0.08740788629590242,0.6241139398177131,0.2801023361901896,0.045894370025689885,0.08825510091366187,0.2338572237821669,664,0.6353142262411237,561,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,3,0.331230283911672,0.4069400630914827,38,1,0.6487095376968558,0.0,0.0,0.0,0.015389173465873984,3.469446951953614e-18,0.14405751351836696,703,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,4,0.4069400630914827,0.4858044164037854,7,1,0.4163836056985651,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.017456999290891704,0.0,0.13691881444233864,21,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,5,0.4858044164037854,0.6198738170347002,38,1,0.49531657812777313,0.0,0.0,0.0,0.001992515717907283,0.0,0.04942350822741279,703,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,6,0.6198738170347002,0.7728706624605678,50,1,0.6417107256322275,0.0,0.0,0.0,0.03249030494282688,0.0,0.2001265198671296,1225,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,7,0.7728706624605678,0.9242902208201892,50,1,0.7075348483582807,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.02067473332276943,-6.938893903907228e-18,0.1638009985685472,1225,,0,calibration_rows_only,0
20260907,mean_matching,raw_normalized_uq,raw/native UQ,8,0.9242902208201892,inf,52,2,0.7463249143544549,0.001603625789267029,0.20823554293583135,0.015402037199395778,0.014925961050688686,0.0013424035292391601,0.10665179466759565,1226,0.3759276691737139,100,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,0,-inf,0.10126182965299686,27,1,0.2085991678824145,0.0,0.0,0.0,0.01751452434441589,0.0,0.13798158870041596,351,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,1,0.10126182965299686,0.1593059936908517,5,1,0.15244242405133174,0.0,0.0,0.0,0.020851330961541063,0.0,0.15146545621400542,10,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,2,0.1593059936908517,0.334384858044164,53,2,0.6836226182384794,0.026305294428135024,0.3345996523405412,0.1572344396901083,0.03243725000962633,0.026187372205414033,0.211718362274674,718,0.3529879923457827,660,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,3,0.334384858044164,0.4069400630914827,39,2,0.6253424769143403,0.007785793246954055,0.5582442289662605,0.027893860224481173,0.012457132426243106,0.0076628632685517145,0.12633249391051132,703,0.5582442289662606,38,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,4,0.4069400630914827,0.4794952681388013,13,1,0.4086779880976473,0.0,0.0,0.0,0.0340669392185492,6.938893903907228e-18,0.21605767780344146,78,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,5,0.4794952681388013,0.61198738170347,38,1,0.48744045213398496,0.0,0.0,0.0,0.002744944569421612,-4.336808689942018e-19,0.05781668596477325,703,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,6,0.61198738170347,0.7649842271293376,50,1,0.6815695631814498,0.0,0.0,0.0,0.02761845776665013,-6.938893903907228e-18,0.18231280916778012,1225,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,7,0.7649842271293376,0.917981072555205,50,1,0.7004719547236695,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.04378965164710138,-2.0816681711721685e-17,0.23149915957604356,1225,,0,calibration_rows_only,0
20260917,mean_matching,raw_normalized_uq,raw/native UQ,8,0.917981072555205,inf,52,2,0.7648119884076208,0.01033892745338232,0.5287386862519687,0.03910789099496803,0.024746008821583447,0.01005643566184896,0.17694383907462807,1226,0.5287386862519687,100,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,0,-inf,0.10126182965299686,32,1,0.17830159147878727,7.703719777548943e-34,0.0,2.7755575615628914e-17,0.021176904235269696,-1.0408340855860843e-17,0.14659114257734124,496,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,1,0.10126182965299686,0.1656151419558359,5,1,0.2564639229489777,0.0,0.0,0.0,0.03597457320590972,0.0,0.21076707605112904,10,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,2,0.1656151419558359,0.2996845425867508,43,2,0.7650818591996118,0.05348243240190359,0.5474154632704812,0.19539978678124273,0.02771378149694284,0.05409597170916451,0.1943034661703346,573,0.5478415043118103,330,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,3,0.2996845425867508,0.3911671924290221,38,1,0.6403529925974496,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.016141127834117253,3.469446951953614e-18,0.1465286109121598,703,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,4,0.3911671924290221,0.5031545741324921,20,1,0.4852203368253461,0.0,0.0,0.0,0.006473085053235724,0.0,0.08800952559406662,190,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,5,0.5031545741324921,0.637223974763407,50,1,0.6702921053489773,4.930380657631324e-32,0.0,2.220446049250313e-16,0.029828165814251496,-6.938893903907228e-18,0.19788819056308082,1225,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,6,0.637223974763407,0.7697160883280757,38,1,0.5031187173349243,0.0,0.0,0.0,0.004731943674858805,0.0,0.07005354710222661,703,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,7,0.7697160883280757,0.9211356466876972,50,1,0.658193413291486,0.0,0.0,0.0,0.03790728180492776,0.0,0.19114632448597219,1225,,0,calibration_rows_only,0
20260927,mean_matching,raw_normalized_uq,raw/native UQ,8,0.9211356466876972,inf,51,2,0.7864861216722169,0.009108991679327128,0.6883674506821172,0.02646549214464124,0.028646576378922164,0.008718239985335226,0.19061674483641677,1225,0.6883674506821166,50,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,0,-inf,0.1192429022082019,35,1,0.30305915828368835,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.09020498259658032,-1.3877787807814457e-17,0.30252367548229836,595,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,1,0.1192429022082019,0.2223974763406939,23,2,0.5022118964645822,0.018982266939506654,0.4090969569470262,0.09280082199176402,0.02857462906093009,0.018546250479441945,0.1983370086670912,193,0.40940704661393534,60,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,2,0.2223974763406939,0.334384858044164,34,2,0.8428124197032102,0.018245147183819654,0.799457963048516,0.045643793738063876,0.04592347137041556,0.017406410087256137,0.24794401235565341,528,0.7994579630485154,33,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,3,0.334384858044164,0.4100946372239747,38,1,0.6145267893252679,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.012183207903826994,1.734723475976807e-18,0.12593442184739115,703,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,4,0.4100946372239747,0.5047318611987381,7,1,0.4586810574672384,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.06514700024627505,0.0,0.25599406055039653,21,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,5,0.5047318611987381,0.6577287066246057,50,1,0.775336959296516,0.0,0.0,0.0,0.02068569361836439,0.0,0.15803064927224175,1225,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,6,0.6577287066246057,0.7917981072555205,50,1,0.6677749424403653,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.04403878974773811,2.7755575615628914e-17,0.2282551849402793,1225,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,7,0.7917981072555205,0.9242902208201892,38,1,0.48768649927984364,0.0,0.0,0.0,0.003965290406849092,8.673617379884035e-19,0.06083138777856641,703,,0,calibration_rows_only,0
20261007,mean_matching,raw_normalized_uq,raw/native UQ,8,0.9242902208201892,inf,52,2,0.638654987787825,0.001342338734737452,0.19051729419478092,0.014091515842809078,0.027706191469923657,0.0008254004458122313,0.16771341701751855,1226,0.2761021432970253,100,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,0,-inf,0.13154574132492122,38,1,0.27406039330646675,0.0,0.0,0.0,0.05037756344528872,6.938893903907228e-18,0.23288435821089448,703,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,2,0.1529968454258675,0.305993690851735,41,2,0.77053680613002,0.03488651139255462,0.47131435197176186,0.14803924916186206,0.047238053468064485,0.03457772284066688,0.18649418787563155,556,0.5872164440450889,264,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,3,0.305993690851735,0.3943217665615142,38,1,0.6190641591071576,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.013832858962036823,0.0,0.13508949761577974,703,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,4,0.3943217665615142,0.4826498422712933,20,1,0.48858789164381566,0.0,0.0,0.0,0.012167583747354358,1.734723475976807e-18,0.12687861820931362,190,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,5,0.4826498422712933,0.6151419558359621,38,1,0.4886231953891225,0.0,0.0,0.0,0.002895541423311641,-8.673617379884035e-19,0.06186619704073456,703,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,6,0.6151419558359621,0.7681388012618297,50,1,0.6902471844116619,0.0,0.0,0.0,0.03569700098318474,0.0,0.20465128144942915,1225,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,7,0.7681388012618297,0.9211356466876972,50,1,0.6856902758625384,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.031006580462555514,-6.938893903907228e-18,0.20096048418210521,1225,,0,calibration_rows_only,0
20261017,mean_matching,raw_normalized_uq,raw/native UQ,8,0.9211356466876972,inf,52,2,0.7778326811701615,0.009586630510314068,0.5091389682580704,0.03765820771139565,0.0202333777735206,0.009377870760055109,0.15328715452585717,1226,0.5091389682580708,100,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,0,-inf,0.2522617166104156,1,1,0.5254189039624667,0.0,0.0,0.0,0.0,0.0,,0,,0,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,1,0.2522617166104156,0.4196810893782848,40,2,0.7672526286928318,0.015537372129303256,0.3280520719863967,0.09472503578607203,0.04764049880369487,0.014714215035088074,0.24150442646889922,549,0.3827854780152129,231,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,2,0.4196810893782848,0.4839955835930852,60,2,0.6561100051129984,0.04823974002307512,0.5893438115108539,0.1637066143085705,0.009790231044427314,0.04889142661593357,0.1055902336768549,1270,0.589343811510854,500,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,3,0.4839955835930852,0.6115340812764661,15,1,0.26078934425801265,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.11880831782175971,0.0,0.31850227658320407,105,,0,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,4,0.6115340812764661,0.6685431003039024,50,1,0.6417107256322275,0.0,0.0,0.0,0.03249030494282688,0.0,0.2001265198671296,1225,,0,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,5,0.6685431003039024,0.7572233794056151,56,2,0.6446210622674198,0.032984537335721785,0.5871953368480359,0.11234604659082326,0.020138531534033163,0.03321810107757067,0.16317799053758567,1240,0.587195336848036,300,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,6,0.7572233794056151,0.8274876492352147,7,1,0.4163836056985651,3.0814879110195774e-33,0.0,5.551115123125783e-17,0.017456999290891704,0.0,0.13691881444233864,21,,0,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,7,0.8274876492352147,0.9988128536766888,60,3,0.6093566545119212,0.0026757550220986664,0.1077975388613488,0.0498469853675837,0.020758584651388787,0.0020174259664939437,0.14703480882663764,894,0.19494571966845706,876,calibration_rows_only,0
20260907,mean_matching,u_only_rf,U-only RF,8,0.9988128536766888,inf,38,1,0.49531657812777313,0.0,0.0,0.0,0.001992515717907283,0.0,0.04942350822741279,703,,0,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,1,0.2363005513227282,0.2364741282412861,33,1,0.8098866379896269,0.0,0.0,0.0,0.045643749177159465,2.0816681711721685e-17,0.24701951588720225,528,,0,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,2,0.2364741282412861,0.43601315698352655,65,2,0.6507964805897153,0.0601678513821596,0.5821903149195852,0.20669478636198285,0.022333317994683393,0.0607590159663389,0.17337358585430135,1330,0.5823767639617019,750,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,3,0.43601315698352655,0.5879789151453583,7,1,0.16992108441999565,0.0,0.0,0.0,0.004599814844475555,0.0,0.08062823143090311,21,,0,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,4,0.5879789151453583,0.6209034445734328,50,1,0.7004719547236695,1.232595164407831e-32,0.0,1.1102230246251565e-16,0.04378965164710138,-2.0816681711721685e-17,0.23149915957604356,1225,,0,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,5,0.6209034445734328,0.8174979775417105,72,2,0.5729938577477641,0.026792463205505632,0.3553386723284258,0.150799590880119,0.03325374582785105,0.026701459224909206,0.19269500823576385,1456,0.3682787912207424,1100,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,6,0.8174979775417105,0.9983294308376756,62,3,0.5597294319379118,0.013546726887140204,0.41702126399159056,0.09797503172521488,0.011376515034575069,0.01339580388415644,0.12332123825420058,899,0.2283510616288682,992,calibration_rows_only,0
20260917,mean_matching,u_only_rf,U-only RF,7,0.9983294308376756,inf,38,1,0.48744045213398496,0.0,0.0,0.0,0.002744944569421612,-4.336808689942018e-19,0.05781668596477325,703,,0,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,1,0.1642743964749223,0.4683351556601389,44,2,0.7459003425125977,0.06437570880749022,0.5859497535112954,0.21973115756673575,0.028982993076930058,0.06519879521982876,0.19575208761780702,583,0.5863912849352703,363,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,2,0.4683351556601389,0.48472477669218844,50,1,0.7999835226659839,0.0,0.0,0.0,0.028646576378922164,0.0,0.19061674483641677,1225,,0,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,3,0.48472477669218844,0.6218449782770759,14,1,0.16895486000800014,0.0,0.0,0.0,0.019268276646963647,0.0,0.1302652504626549,91,,0,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,4,0.6218449782770759,0.6593394492566486,51,2,0.6465589939228932,0.006767985702214319,0.5933553877982308,0.02281258699724072,0.03790728180492776,0.006145199780160052,0.19114632448597219,1225,0.5933553877982308,50,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,5,0.6593394492566486,0.6670134618081212,1,1,0.1116160719838667,0.0,0.0,0.0,0.0,0.0,,0,,0,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,6,0.6670134618081212,0.700617368125966,39,2,0.627778462266547,0.006008514895626007,0.49040668290520173,0.024504212952528057,0.016141127834117253,0.005741867186718347,0.1465286109121598,703,0.49040668290520273,38,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,7,0.700617368125966,0.882851453327722,61,2,0.567869919310294,0.047683200877011944,0.5679775771236067,0.1679052230142347,0.02523959110808039,0.048057261039827485,0.19180716492017177,1280,0.5679775771236072,550,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,8,0.882851453327722,0.9964101527983504,29,2,0.4505403437181186,0.002672670937594108,0.11174664445662202,0.04783447325134831,0.01002932601485858,0.0024099332562632306,0.09998188131163055,226,0.14673909053334902,180,calibration_rows_only,0
20260927,mean_matching,u_only_rf,U-only RF,9,0.9964101527983504,inf,38,1,0.5031187173349243,0.0,0.0,0.0,0.004731943674858805,0.0,0.07005354710222661,703,,0,calibration_rows_only,0
20261007,mean_matching,u_only_rf,U-only RF,0,-inf,0.2365878738080037,2,1,0.3914903583714152,0.0,0.0,0.0,0.037794931238792226,0.0,0.2749361061730242,1,,0,calibration_rows_only,0
20261007,mean_matching,u_only_rf,U-only RF,1,0.2365878738080037,0.417051167208618,39,2,0.8063403818341245,0.01979043601973802,0.3899057979083319,0.10151393555009815,0.05078366415352079,0.018974824753059526,0.25059338454261776,543,0.41456842432539115,198,calibration_rows_only,0
