comparison_id,axis,left_sample,right_sample,modality,target,risk_left_source_to_right_guides,risk_right_source_to_left_guides,confidence_left_source,confidence_right_source,source_within_guide_mse_left,source_within_guide_mse_right,response_program_shift,absolute_risk_change,left_guide_count,right_guide_count,shared_response_id_count,response_program_is_descriptive,destination_outcomes_used_for_evaluation_only,predictor
d10_to_d14_time,time,d10_k562,d14_k562_crisprko,CRISPRko,UBE2E1,0.1841666268598392,0.21113852941352007,-0.1054820241359514,-0.08091084720546084,0.11124612873397692,0.08427422618029605,0.842608664500881,0.02697190255368087,4,4,14403,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,AKT2,0.22787418786243002,0.2545082697744644,-0.129336396636778,-0.10565541175967655,0.1380729036764568,0.11143882176442246,0.6548378909090504,0.02663408191203437,3,3,12452,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,CNIH4,0.20207029107885946,0.3622772885889568,-0.18352551143527404,-0.040410983454956785,0.20144561562278349,0.041238618112686164,0.9308741866506659,0.16020699751009734,3,2,12896,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,COTL1,0.20074486949292747,0.236176615460171,-0.11331149651269729,-0.08116423490999718,0.11998074871583106,0.08454900274858757,0.7467823474893589,0.03543174596724352,3,3,14057,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,CTBP1,0.18966768537156226,0.2207712542753663,-0.12501559041165392,-0.0971834700559828,0.13316611945538742,0.10206255055158334,0.3325818417343087,0.031103568903804057,4,4,13709,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,EPB41L2,0.1675447500331482,0.2085278178037251,-0.11272244300063154,-0.07542110291128616,0.11932121439192955,0.07833814662135265,0.7042996656440705,0.04098306777057689,4,4,14283,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,ETHE1,0.16969007849790804,0.21119893775988324,-0.114748365413644,-0.07703725273849699,0.12159117092904555,0.08008231166707033,0.6914095910049672,0.0415088592619752,4,4,13853,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,GNG5,0.16236512491642177,0.20045007370443632,-0.10952274675621715,-0.0747924891632828,0.11574545023625521,0.07766050144824063,0.7256835252675377,0.03808494878801455,4,4,14217,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,IFT25,0.1942213372036072,0.21747748074234163,-0.12778987535356107,-0.10711124204617276,0.13631420998820484,0.1130580664494704,0.6763926185596656,0.023256143538734425,4,4,12947,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,MGAT4B,0.17327926949842404,0.21402296344709418,-0.12193049997892112,-0.08519730078860968,0.12967558657486683,0.08893189262619669,0.7407771619892064,0.04074369394867014,4,4,13638,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,MOSMO,0.17415560203353272,0.3147900689960843,-0.1599990985653801,-0.03234651120692436,0.17350981314896108,0.03287534618640956,0.9113175927864159,0.14063446696255158,3,2,13235,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,MPG,0.15162933605619655,0.20409365608468247,-0.11512053443038948,-0.06723271672088757,0.12200867009762918,0.06954435006914332,0.6814410829457437,0.05246432002848592,4,4,13601,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,NAMPT,0.29955000119979586,0.302412863285152,-0.1342726424334539,-0.1317663561414543,0.1437045995456727,0.14084173746031659,0.5412176113084519,0.0028628620853561326,4,3,10867,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,NDUFV2,0.19159239710844814,0.22369918655428392,-0.12292960801387838,-0.09412586887846149,0.13080481854874318,0.09869802910290744,0.5445881416419684,0.03210678944583578,4,4,12678,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,OGFOD1,0.3368134088538032,0.2787337913116647,-0.11218207085674332,-0.16279561474089027,0.11871652778022354,0.17679614532236207,0.3907178955529762,0.05807961754213847,4,4,10773,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,PDHA1,0.1906189795145317,0.21537909229375127,-0.1222820621239714,-0.10012827664646502,0.13007280756713482,0.10531269478791523,0.567166775797598,0.02476011277921958,4,4,13696,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,PYGB,0.17008643686919758,0.20852400586418252,-0.1280702303634953,-0.0936681570002444,0.13663282603054944,0.09819525703556455,0.7561151105638051,0.03843756899498493,4,4,11802,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,RPL29,0.17223552917467214,0.20675147819744666,-0.11690579397078149,-0.08571666046472078,0.12401353585069572,0.08949758682792118,0.6227217308322412,0.03451594902277452,4,4,13093,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,SH3KBP1,0.16767187749082768,0.20440456368420912,-0.11357303764125123,-0.08023440178539878,0.12027370805359684,0.0835410218602154,0.7001641416293494,0.036732686193381436,4,4,14270,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,SPAG7,0.17172649994509775,0.21054679513375008,-0.11528342766064785,-0.0800776215984127,0.1221914526008913,0.08337115741223898,0.6642310495058728,0.03882029518865232,4,4,14201,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,STK24,0.23418870216302531,0.2665385816148663,-0.16642858961674833,-0.13865638546297843,0.1810791915411606,0.14872931208931964,0.580366498799106,0.03234987945184101,4,4,13436,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,TMED4,0.16081953387050282,0.20531908193606876,-0.1110039029122374,-0.07036500158462186,0.11739926795722473,0.0728997198916588,0.7136297619331402,0.04449954806556594,4,4,14579,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,TMSB10,0.16502825752035472,0.20904404562238812,-0.11449349616193107,-0.07444822011620662,0.12130534825183617,0.07728956014980277,0.7274134543277597,0.04401578810203341,4,4,14408,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRi,UBE2E1,0.1793503908510653,0.2185967462852446,-0.12965342270543723,-0.09457118337565186,0.13843375965231028,0.09918740421813102,0.7116985184817566,0.039246355434179286,4,4,11970,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,AKT2,0.181140498197437,0.22190438377549926,-0.1232508713155925,-0.08654852419309335,0.13116816299983833,0.0904042774217761,0.6290004861723387,0.040763885578062264,4,4,13011,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,CNIH4,0.160783060065608,0.2093822127906984,-0.11841542111635624,-0.0742838550350179,0.12571165864004089,0.07711250591495045,0.6818380955393237,0.04859915272509041,4,4,13430,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,COTL1,0.26393490528166397,0.2966919520996946,-0.0906754884538787,-0.06030135890534909,0.0949136354840663,0.062156588666035656,0.801454271274832,0.032757046818030655,2,2,14610,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,CTBP1,0.1802035000521366,0.21430247172627304,-0.11635476582453877,-0.08553103921580595,0.12339434336759447,0.089295371693458,0.3033841532443461,0.03409897167413645,4,4,13985,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,DCAF13,0.33007992247132634,0.40023746398690063,-0.16138529966577608,-0.09982734406560989,0.17513766174536496,0.10498012022979065,0.8348151856909904,0.0701575415155743,3,2,10614,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,EPB41L2,0.16560843531209624,0.21230331516380022,-0.11548064370030588,-0.07298826075824717,0.12241278857969654,0.07571790872799254,0.689790180162869,0.04669487985170398,4,4,13930,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,ETHE1,0.16937284176073605,0.2145477054003303,-0.12059356477072575,-0.079727053868096,0.12816629264823992,0.08299142900864567,0.6580034415531135,0.04517486363959425,4,4,13485,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,GNG5,0.1682690006667459,0.21832281122910394,-0.12220870841928783,-0.07690187736564799,0.12998991558039194,0.0799361050180339,0.6205649054969896,0.050053810562358025,4,4,13044,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,IFT25,0.16940265770590826,0.20912553561932734,-0.1141225510028867,-0.07804064767354162,0.12088948259753583,0.08116660468411675,0.6983849891925833,0.03972287791341908,4,4,14001,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,MGAT4B,0.15791291268872687,0.20479451682825028,-0.11589295532144335,-0.07324494471257874,0.12287566783483182,0.07599406369530841,0.6722415263021442,0.046881604139523414,4,4,13616,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,MOSMO,0.20409616449245777,0.23965147260321895,-0.10850057834559809,-0.0760812515074913,0.1146055531653701,0.07905024505460892,0.7304763505987231,0.035555308110761186,3,3,14297,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,MPG,0.16261579403312276,0.21581651268410898,-0.11998063212537449,-0.07164536005412118,0.1274750145731825,0.0742742959221963,0.6907220351366787,0.05320071865098622,4,4,13626,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,NDUFV2,0.19839332619962832,0.19911858042582878,-0.11361058556273836,-0.1129630100330448,0.12031577279254774,0.11959051856634728,0.6061418774257081,0.0007252542262004558,4,4,11903,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,OGFOD1,0.17580961126238692,0.21403080762396962,-0.1140205553227533,-0.07932303293685909,0.12077516254257892,0.0825539661809962,0.7099079790571344,0.03822119636158269,4,4,13857,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,PDHA1,0.17980985761870044,0.21708696887927387,-0.11641933466805725,-0.08267594908432518,0.12346688198300297,0.08618977072242953,0.5770669875071828,0.037277111260573426,4,4,13747,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,PYGB,0.16990573553460636,0.21366113687869842,-0.11775661494866536,-0.07808529388301465,0.12497027709646895,0.08121487575237683,0.6994684811849402,0.04375540134409206,4,4,13376,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,RPL29,0.16664653531447315,0.2404958934029249,-0.13722537814651659,-0.07067958511121335,0.14708664765181811,0.07323728956336634,0.6428517626430115,0.07384935808845175,4,3,11542,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,RPL9,0.3364396462503091,0.3240122709392699,-0.09731977212418699,-0.10853161695189292,0.10221277419417793,0.11464014950521714,0.6545244827082535,0.012427375311039213,2,2,11904,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,SH3KBP1,0.16629262351210916,0.2143175909763646,-0.11858373689807265,-0.07499260704058942,0.12590114962456642,0.077876182160311,0.6787542951801186,0.04802496746425544,4,4,13855,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,SPAG7,0.18057710359929066,0.19883478523025697,-0.11619540222950911,-0.09980700648854776,0.12321532947092736,0.1049576478399611,0.5872537111998989,0.018257681630966305,4,4,11792,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,STK24,0.16211054408119785,0.20394671052648197,-0.11141621999192074,-0.0732726913344659,0.11786008575522507,0.0760239193099409,0.667411213461411,0.04183616644528412,4,4,13798,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,TMED4,0.16966524408935238,0.2088234083169506,-0.11601182259166311,-0.08052042558426283,0.12300914893337325,0.08385098470577503,0.6311207847010208,0.03915816422759821,4,4,13640,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,TMSB10,0.18328995221796882,0.2255913312712068,-0.13221751368550896,-0.09445087787944327,0.1413565529394556,0.09905517388621765,0.6922492373065207,0.042301379053238,4,4,11349,1,1,source_response_persistence_baseline
d7_to_d10_time,time,d7_k562,d10_k562,CRISPRko,UBE2E1,0.17350741200214734,0.21206119987349265,-0.11740457758217777,-0.08252012313068947,0.1245743152235199,0.0860205273521746,0.6466707427685864,0.03855378787134531,4,4,13345,1,1,source_response_persistence_baseline
