predictor_family,source_environment_id,transfer_id,left_target_environment_id,right_target_environment_id,target_environment_id,metric,d_adj_deterministic_profile,rank_displacement_profile,source_mean_risk,target_mean_risk,source_target_mean_risk_change,profile_surface
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,absolute_effect_rank_agreement,0.225215114104003,0.15831717851919871,0.7022322441754969,0.7022322441754969,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,delta_cosine,0.26412270856715303,0.18164813114308062,0.8210024667877849,0.8210024667877849,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,systema_centroid_accuracy,0.10396898275686155,0.07247559772812298,0.5022956841138659,0.5022956841138659,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,absolute_effect_rank_agreement,0.24160799918375675,0.1694384926708159,0.7022322441754969,0.7312365209006736,0.029004276725176692,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,delta_cosine,0.24011155324286637,0.16372478998741627,0.8210024667877849,0.8409190459273477,0.019916579139562796,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,systema_centroid_accuracy,0.1299867360473421,0.08893650307791721,0.5022956841138659,0.4997959391898787,-0.002499744923987246,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,absolute_effect_rank_agreement,0.29551406319083084,0.20814202632384451,0.7046749329919735,0.7046749329919735,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,delta_cosine,0.3176886712240248,0.2232425262728293,0.7074538151014778,0.7074538151014778,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,systema_centroid_accuracy,0.14944053327891713,0.10238751147842057,0.501734516886032,0.501734516886032,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,absolute_effect_rank_agreement,0.2912627963133014,0.20130598918477705,0.7046749329919735,0.7073003918413057,0.002625458849332185,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,delta_cosine,0.31013842124953234,0.21912729993538074,0.7074538151014778,0.7794539128982282,0.07200009779675043,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,systema_centroid_accuracy,0.09998979695949393,0.0701288984117267,0.501734516886032,0.4988946706118423,-0.0028398462741897057,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,absolute_effect_rank_agreement,0.29551406319083084,0.20814202632384451,0.7046749329919735,0.7177675238216537,0.013092590829680173,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,delta_cosine,0.3176886712240248,0.2232425262728293,0.7074538151014778,0.8800817481868141,0.1726279330853363,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,systema_centroid_accuracy,0.14944053327891713,0.10238751147842057,0.501734516886032,0.49826548311396807,-0.003469033772063923,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,absolute_effect_rank_agreement,0.26735367139407545,0.18440295207971977,0.7046749329919735,0.7073003918413057,0.002625458849332185,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_control,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,delta_cosine,0.2610617964153318,0.18423290140461857,0.7074538151014778,0.7794539128982282,0.07200009779675043,source_frozen_deterministic_full_depth
