baseline,source_environment_id,scope,n_pairs,mean_transfer_gain,median_transfer_gain,mean_excess_aurc_gain,mean_risk_at_80_gain,target_environment_id
raw_scalar_uq,all,target_column,7,0.014564767840773762,0.02145490573844988,0.014564767840773762,0.0063462459966349295,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,0.018098753739183206,0.02193932943264154,0.018098753739183206,-8.911074108319816e-05,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,0.004744020275028674,0.014202337982477053,0.004744020275028674,-0.005364567249275682,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,-0.010669142926584623,0.008390804581414946,-0.010669142926584623,-0.004030483873346115,env__v~xucao2023__v~hek293__v~rna__v~baseline
u_only_rf,all,target_column,7,0.014288065359986644,0.0321798227151433,0.014288065359986644,-0.008702648147840482,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture
u_only_rf,all,target_column,7,0.002322194766584161,0.030912459732603703,0.002322194766584161,0.004570304190683113,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control
u_only_rf,all,target_column,7,6.942251918722648e-05,0.02152200597167342,6.942251918722648e-05,0.0035140508723153613,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3
u_only_rf,all,target_column,7,-0.060937960834850334,-0.07916580998766154,-0.060937960834850334,-0.027349194250313385,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline
u_only_rf,all,target_column,7,0.008927398691755073,0.01581753658943119,0.008927398691755073,-0.0034532060512141144,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.003253313452294991,0.0005872622411633444,-0.003253313452294991,-0.002709109307156621,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.0012268918678350418,0.008231425839613338,-0.0012268918678350418,0.004534498432958849,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.01489008780802527,0.004169859699974299,-0.01489008780802527,0.003328582928608746,env__v~xucao2023__v~hek293__v~rna__v~baseline
raw_scalar_uq,off_diagonal,off_diagonal,56,-0.002787807815265542,0.009457187791936439,-0.0027878078152655415,0.0021435800021780316,off_diagonal
u_only_rf,off_diagonal,off_diagonal,56,-0.0068376465781865665,0.0057695128307130306,-0.0068376465781865665,-0.0032833401664948167,off_diagonal
