prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med19__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.15411952,13,0.16666666666666666
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mcm10__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.13092215,11,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pcid2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.014644242,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.31337437,10,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__trex2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.12020627542126672,0.08028547,10,0.4082482904638631
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd12__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.06306545,10,0.5
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__fbxo5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.12961069,11,0.4082482904638631
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tsr2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.12131819,10,0.17677669529663687
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmc4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.24674307,11,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif3h__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.26017645,10,0.25
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__arcn1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.29770157,11,0.3333333333333333
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.12529052876234748,0.060588963,21,0.16012815380508713
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tead3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.11691427,11,0.5
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.017663412,54,0.14433756729740646
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__phb2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.52040356,10,0.25
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__control__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.0,225,0.14433756729740646
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__srrt__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.34738654,11,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2s1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.34955817,12,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.04429442,22,0.14586499149789456
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__unc45a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.13197689,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmc2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.3950198,10,0.22941573387056174
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__timm23b__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.40347794,12,0.17677669529663687
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rars__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.34549284,12,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__anapc15__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.12223997675769904,-0.0077001844,11,0.25
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bap1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.10244198,11,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc39a9__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.11475645,15,0.14907119849998599
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd7__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.310836,12,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__prodh__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.09667344567112146,0.027204933,12,0.2672612419124244
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.42080224,19,0.20851441405707477
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__donson__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.31264982,17,0.14907119849998599
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpap2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.3986876,12,0.2773500981126146
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ints2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.4348652,12,0.35355339059327373
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naa38__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.15391962,11,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__espn__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.0869407321324811,0.01822277,11,0.22360679774997896
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__orc1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.039608993,15,0.18257418583505536
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pmpcb__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.01038640325392215,0.22192208,15,0.18257418583505536
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__wdr4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.020177046,12,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__qars__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.43272683,10,0.2672612419124244
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.43766293,14,0.18257418583505536
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__lsm6__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.29791936,10,0.20412414523193154
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cpsf3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,7.2632190586841e-05,0.16441576,12,0.1643989873053573
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl30__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.015719436,10,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif4g2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.14751688,12,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__phax__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.24788168,10,0.2182178902359924
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup205__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.22360273,10,0.15249857033260467
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ube2l3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.116007514,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med10__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.26615134,12,0.17149858514250882
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mtbp__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.15688941,10,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.22460617,10,0.16222142113076254
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.03377396862289361,0.12758324,13,0.1690308509457033
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nxf1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.014744334689134275,0.016030814,12,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ube2d3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.02981135,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.09451563,26,0.14744195615489714
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__uqcrc1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.00060923246,10,0.3779644730092272
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psma3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.41026017,19,0.2672612419124244
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pcf11__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.18726937,13,0.1796053020267749
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cenpj__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.11609799,10,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nuf2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2830784,19,0.1889822365046136
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dnajc19__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.32321736,10,0.23570226039551587
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hnrnpc__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2547737,10,0.3779644730092272
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd12__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.11352594,11,0.5
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chek1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.40891677,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__zmat2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.17910583,12,0.22360679774997896
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cadm4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.015470656595002907,-0.006145762,12,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krr1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.2887779,16,0.19611613513818404
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps12__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.12045879,13,0.1889822365046136
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ssrp1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.4051898,12,0.1796053020267749
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup107__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.28023535,11,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tsr2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.19809712,12,0.17677669529663687
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.22752811,15,0.19611613513818404
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hspa5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.4309213,11,0.20851441405707477
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ppp2r1a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.05628994770482276,0.023222638,10,0.20412414523193154
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl24__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.06915434,10,0.19611613513818404
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__iars2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.15534666,12,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ltv1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.048275854,11,0.3779644730092272
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__znf574__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.0345153,10,0.3333333333333333
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med30__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.49581578,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__fbxo5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.026091333,10,0.4082482904638631
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__snrpg__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2509769,11,0.22360679774997896
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gps1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.007335851249273717,0.10274506,13,0.22941573387056174
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl18__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.0066534225,14,0.3333333333333333
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naca__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.33920196,10,0.31622776601683794
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__snx15__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.059921557234166145,0.013197817,18,0.15617376188860607
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmb5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2626008,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.47190636,11,0.3779644730092272
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__control__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.0,260,0.14433756729740646
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kpnb1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.12516552,11,0.2773500981126146
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bub1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.17151389,14,0.16222142113076254
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dnajc8__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.08299593,13,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.09514211,53,0.14433756729740646
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med10__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.26761293,12,0.17149858514250882
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__orc1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.33776858,19,0.18257418583505536
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.014977814,23,0.14744195615489714
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__donson__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.4568021,14,0.14907119849998599
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ppp2r1a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.05628994770482276,0.092018574,14,0.20412414523193154
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cdc37__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.12686598,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps19__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.06749183,12,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2802654,11,0.20851441405707477
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__snx15__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.059921557234166145,0.007779159,14,0.15617376188860607
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2643394,11,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cpsf3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,7.2632190586841e-05,0.0778191,17,0.1643989873053573
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.21646167,16,0.18257418583505536
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ino80b__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.09252785,11,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hira__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.01794015107495639,-0.008074199,11,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__numa1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2561079,10,0.3333333333333333
