prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__fam32a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.250781,17,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cacnb3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,-0.012774697,11,0.4082482904638631
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__usp7__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.05929917,10,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup205__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.071738735,16,0.15249857033260467
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif4g1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.14676206,11,0.2672612419124244
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ubl5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.2433071,13,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__arglu1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.052308362,13,0.1889822365046136
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd6__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.109581985,16,0.1690308509457033
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chordc1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.07429615,11,0.5
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.03377396862289361,0.058279816,13,0.1690308509457033
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.12529052876234748,0.038624533,17,0.16012815380508713
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rars__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.28234634,15,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__timm23b__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.40410405,12,0.17677669529663687
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__tpx2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.23434025,13,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmc2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.36961636,11,0.22941573387056174
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup98__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.009819532,10,0.18569533817705186
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__vcp__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.015007741,10,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl37__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.06555679,13,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl11__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.0014219261,14,0.2773500981126146
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__zmat2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.9630302149912842,0.04263568,12,0.22360679774997896
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl37a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.08480097,10,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__npb__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.1243853,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ssrp1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.3102717,16,0.1796053020267749
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__arcn1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.33963275,12,0.3333333333333333
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__trappc4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.1236427,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2i__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.35633516,11,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gfer__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.11318798,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__smc4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.037872706,14,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__anapc2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.08829617,11,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dnajc19__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.37982005,10,0.23570226039551587
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc1a5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.1399622312608948,0.04533275,13,0.18569533817705186
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psma4__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.14180176,11,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med12__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.40692824,10,0.16666666666666666
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gps1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.007335851249273717,0.047095954,10,0.22941573387056174
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif3a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.07301892,10,0.24253562503633297
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__exoc3__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.036501143,12,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps12__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.16820458,10,0.1889822365046136
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc16a5__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.03583386,11,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__atp6v1b2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.20557335,12,0.2182178902359924
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__u2surp__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.11739423,12,0.5773502691896258
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chek1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.13065816,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__phb2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.41838872,10,0.25
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rsl24d1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.05260629,10,1.0
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sdad1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.15211314,10,0.7071067811865475
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ice1__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.17300656,12,0.22360679774997896
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pstk__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.05396571760604296,-0.028382648,14,0.30151134457776363
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc39a9__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.0119001875,18,0.14907119849998599
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ddx24__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.061430983,10,0.4472135954999579
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.44003403,13,0.16222142113076254
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.041529823,20,0.14586499149789456
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gnl2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.041654497,10,0.3333333333333333
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2a__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.22220628,10,0.2182178902359924
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__supt5h__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.35084042,11,0.23570226039551587
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl30__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,-0.026745196,11,0.2886751345948129
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__eif2b2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.3532367,11,0.3779644730092272
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nuf2__mean-matching__dataset-heldout-split__ensemble3,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,mean_matching,0.5851975595583963,0.017489975,12,0.1889822365046136
