aggregation_level,predictor,environment_id,split_family,method,n,aurc,excess_aurc,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,brier,log_loss,auroc,auprc,spearman_predicted_risk_realized_risk
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,raw_normalized_uq,111.0,0.294483087868164,0.09942657883785283,0.2930866094455788,0.28650980608621507,0.3571428571428571,0.348314606741573,0.3363390678475405,1.3602858740597965,0.48023504273504275,0.631232224729088,-0.01865776057151277
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,platt_logistic,111.0,0.3099157563896269,0.11485924735931569,0.3034319086249785,0.29739418206736445,0.3571428571428571,0.3595505617977528,0.3057550192789785,0.8077163109013844,0.4709757834757835,0.6216442957612986,-0.09804244664762865
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,isotonic,111.0,0.303123278324298,0.10806676929398679,0.3024967855225051,0.29519646744024053,0.375,0.3595505617977528,0.2898735181078279,0.7741299819663102,0.4932336182336182,0.6493408070430445,-0.039677839552394775
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,support_novelty_only,111.0,0.27430695876878597,0.07925044973847478,0.2770516193954141,0.29256890027187343,0.2857142857142857,0.348314606741573,0.3427844648665618,0.891077500614332,0.5961538461538463,0.7374356111218335,0.16978920672513204
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_rf,111.0,0.30751422373703,0.11245771470671884,0.30218502652964424,0.2993152157843029,0.4107142857142857,0.3707865168539326,0.2372200797834865,0.6698998778580332,0.4172008547008547,0.5934300786806842,-0.03400362997658991
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_rf_full_id,111.0,0.306904640489391,0.11184813145907979,0.30809302539065747,0.29625048081840527,0.4107142857142857,0.3707865168539326,0.23744927724240508,0.6710542173296226,0.4261039886039886,0.5927158830781671,-0.020359981133863034
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,gbdt_uncalibrated,111.0,0.2931413949226989,0.09808488589238773,0.3021604051464237,0.29506174390717,0.375,0.3707865168539326,0.23008581427602795,0.6528301497688392,0.46136039886039887,0.6662079910601989,-0.036927422707006156
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,gbdt_full_id,111.0,0.3158231962607235,0.12076668723041234,0.3107296864285932,0.2995447033357001,0.4107142857142857,0.3707865168539326,0.23474587427646354,0.6642041696225717,0.42699430199430194,0.5993523308854842,-0.0954002288173154
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_context,111.0,0.30663008143523773,0.11157357240492655,0.31854320782336537,0.29874730021745133,0.4107142857142857,0.3820224719101124,0.24425750148079148,0.6815459558706557,0.42183048433048437,0.6255612429189826,-0.1288058910074962
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_full_id,111.0,0.3030814637002485,0.10802495466993733,0.2889287837232197,0.2974679069855156,0.3392857142857143,0.3820224719101124,0.24048151601356083,0.6786890191045808,0.4713319088319088,0.6309822168674518,-0.037168393883407994
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_no_context,111.0,0.30505336768361496,0.10999685865330378,0.29128079764944104,0.298892425598179,0.3571428571428571,0.3707865168539326,0.2373003871751273,0.6675247860990479,0.489494301994302,0.6690511668279737,0.015384268991476817
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,raw_normalized_uq,171.0,0.2491091504709577,0.08407359558861652,0.2445109932315211,0.2368221150670391,0.2093023255813954,0.1970802919708029,0.4438881247761105,1.2448430337955652,0.31802983539094654,0.7787184634617783,-0.3879655016291806
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,platt_logistic,171.0,0.2506909162361483,0.08565536135380714,0.2503645469889391,0.23613823856478625,0.2325581395348837,0.1970802919708029,0.45307584619816077,1.135371262361152,0.2784207818930041,0.7634690021828854,-0.42268640543358055
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,isotonic,171.0,0.24626544186950006,0.08122988698715888,0.24705323936461016,0.22870804018674107,0.2325581395348837,0.16788321167883213,0.5001056584952422,1.2585748442886973,0.32381687242798357,0.7701062552440745,-0.36193309868129425
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,support_novelty_only,171.0,0.2257755977571434,0.060740042874802225,0.23327899635444546,0.22573780990375655,0.17441860465116277,0.16788321167883213,0.4277585184395766,1.0723757572253838,0.4483024691358025,0.821841249368976,-0.04939693910967081
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_rf,171.0,0.19801218684866126,0.032976631966320086,0.19706519151669602,0.22090668984464484,0.06976744186046513,0.14598540145985406,0.1311376873218394,0.3924368293071,0.7156635802469136,0.9378917908457494,0.33766673299369115
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_rf_full_id,171.0,0.19854933926075619,0.03351378437841501,0.19706519151669602,0.22269062011291946,0.06976744186046513,0.15328467153284675,0.11844649170586788,0.3602579964074898,0.6958590534979424,0.9344507120052036,0.34086263582702764
predictor_environment_split,mean_global,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,gbdt_uncalibrated,171.0,0.19617701437443275,0.031141459492091572,0.1912021057377028,0.21840004371411173,0.046511627906976716,0.13868613138686137,0.15593381057062145,0.49361018162745585,0.71875,0.9403286791471069,0.42816885843111124
